Source,Rate category,Updated Parish,Month,Sum of Budget
Postpaid,RT40,KSAS,46082,18476
Postpaid,RT40,KSAS,46023,22224
Postpaid,RT40,KSAS,46054,24327.2
Postpaid,RT40,KSAS,46082,29517.6
Postpaid,RT40,KSAS,46023,12837.2
Postpaid,RT40,KSAS,46054,12050.4
Postpaid,RT40,KSAS,46082,12425.2
Postpaid,RT40,KSAN,46023,15404
Postpaid,RT40,KSAN,46054,13439.2
Postpaid,RT40,KSAN,46082,19458.4
Postpaid,RT40,KSAN,46023,19420.8
Postpaid,RT40,KSAN,46054,18308.4
Postpaid,RT40,KSAN,46082,23419.2
Postpaid,RT40,KSAN,46023,51510
Postpaid,RT40,KSAN,46054,45434.4
Postpaid,RT40,KSAN,46082,54282
Postpaid,RT40,KSAN,46023,81243.2
Postpaid,RT40,KSAN,46054,70747.2
Postpaid,RT40,KSAN,46082,410785.6
Postpaid,RT40,KSAN,46023,6851.2
Postpaid,RT40,KSAN,46054,5456.8
Postpaid,RT40,KSAN,46082,6520.8
Postpaid,RT40,KSAN,46023,34708
Postpaid,RT40,KSAN,46054,31000
Postpaid,RT40,KSAN,46082,38150
Postpaid,RT40,KSAS,46023,92544
Postpaid,RT40,KSAS,46054,88164
Postpaid,RT40,KSAS,46082,102423
Postpaid,RT40,KSAN,46023,45646.8
Postpaid,RT40,KSAN,46054,42289.2
Postpaid,RT40,KSAN,46082,51763.2
Postpaid,RT40,KSAN,46023,11459.2
Postpaid,RT40,KSAN,46054,10251.2
Postpaid,RT40,KSAN,46082,13056
Postpaid,RT40,KSAN,46023,692.8
Postpaid,RT40,KSAN,46054,595.2
Postpaid,RT40,KSAN,46082,657.6
Postpaid,RT40,KSAN,46023,3350.4
Postpaid,RT40,KSAN,46054,3107.2
Postpaid,RT40,KSAN,46082,3300.8
Postpaid,RT40,St. Catherine,46023,120192
Postpaid,RT40,St. Catherine,46054,103953
Postpaid,RT40,St. Catherine,46082,116043
Postpaid,RT40,St. Catherine,46082,0
Postpaid,RT40,Clarendon,46023,2685.6
Postpaid,RT40,Clarendon,46054,2425.6
Postpaid,RT40,Clarendon,46082,2685.6
Postpaid,RT40,St. Catherine,46023,10381.2
Postpaid,RT40,St. Catherine,46054,9174
Postpaid,RT40,St. Catherine,46082,10203.6
Postpaid,RT40,St. Catherine,46023,3609.12
Postpaid,RT40,St. Catherine,46054,3153.66
Postpaid,RT40,St. Catherine,46082,3780.32
Postpaid,RT40,St. Catherine,46023,7591.2
Postpaid,RT40,St. Catherine,46054,7450.4
Postpaid,RT40,St. Catherine,46082,7858.8
Postpaid,RT40,St. Catherine,46023,3301.6
Postpaid,RT40,St. Catherine,46054,3532.8
Postpaid,RT40,St. Catherine,46082,3659.6
Postpaid,RT40,St. Catherine,46023,7665.2
Postpaid,RT40,St. Catherine,46054,7090.4
Postpaid,RT40,St. Catherine,46082,8492
Postpaid,RT40,Clarendon,46023,4248
Postpaid,RT40,Clarendon,46054,8795.2
Postpaid,RT40,Clarendon,46082,8659.2
Postpaid,RT40,St. James,46023,12954
Postpaid,RT40,St. James,46054,10148.4
Postpaid,RT40,St. James,46082,11554.8
Postpaid,RT40,St. James,46023,14464.4
Postpaid,RT40,St. James,46054,14510
Postpaid,RT40,St. James,46082,17531.2
Postpaid,RT40,St. James,46023,27056
Postpaid,RT40,St. James,46054,26986
Postpaid,RT40,St. James,46082,30594
Postpaid,RT40,St. James,46023,19856
Postpaid,RT40,St. James,46054,21584
Postpaid,RT40,St. James,46082,34688
Postpaid,RT40,KSAS,46023,30440
Postpaid,RT40,KSAS,46054,28148.8
Postpaid,RT40,KSAS,46082,32443.2
Postpaid,RT40,St. James,46023,1026.4
Postpaid,RT40,St. James,46054,1045.6
Postpaid,RT40,St. James,46082,1215.2
Postpaid,RT40,KSAS,46023,5077.6
Postpaid,RT40,KSAS,46054,4730.4
Postpaid,RT40,KSAS,46082,5077.6
Postpaid,RT40,KSAS,46023,0
Postpaid,RT40,KSAS,46054,0.43
Postpaid,RT40,KSAS,46082,2.47
Postpaid,RT40,KSAS,46023,6564.8
Postpaid,RT40,KSAS,46054,5872
Postpaid,RT40,KSAS,46082,7392
Postpaid,RT40,KSAS,46023,6602.4
Postpaid,RT40,KSAS,46054,6429.6
Postpaid,RT40,KSAS,46082,6722.8
Postpaid,RT40,KSAS,46023,5664.4
Postpaid,RT40,KSAS,46054,5878.4
Postpaid,RT40,KSAS,46082,7515.6
Postpaid,RT40,St. James,46023,33443.82
Postpaid,RT40,St. James,46054,15096
Postpaid,RT40,St. James,46082,16716
Postpaid,RT40,St. James,46023,20033.6
Postpaid,RT40,St. James,46054,17560
Postpaid,RT40,St. James,46082,19441.6
Postpaid,RT40,St. James,46023,0
Postpaid,RT40,St. James,46054,0
Postpaid,RT40,St. James,46082,0
Postpaid,RT40,St. James,46023,0
Postpaid,RT40,St. James,46054,0
Postpaid,RT40,St. James,46082,0
Postpaid,RT40,St. James,46023,31235.2
Postpaid,RT40,St. James,46054,26940.8
Postpaid,RT40,St. James,46082,36314.4
Postpaid,RT40,St. James,46023,2070.4
Postpaid,RT40,St. James,46054,1870.4
Postpaid,RT40,St. James,46082,2643.2
Postpaid,RT40,St. James,46023,1966.8
Postpaid,RT40,St. James,46054,1558.8
Postpaid,RT40,St. James,46082,2260.8
Postpaid,RT40,KSAS,46023,50064
Postpaid,RT40,KSAS,46054,40377.6
Postpaid,RT40,KSAS,46082,36392
Postpaid,RT40,St. James,46023,86788.8
Postpaid,RT40,St. James,46054,62697.6
Postpaid,RT40,St. James,46082,64476
Postpaid,RT40,St. James,46023,12326.4
Postpaid,RT40,St. James,46054,9328.8
Postpaid,RT40,St. James,46082,10881.6
Postpaid,RT40,St. James,46023,2076.8
Postpaid,RT40,St. James,46054,-2076.8
Postpaid,RT40,St. James,46082,0
Postpaid,RT40,St. James,46023,2647.2
Postpaid,RT40,St. James,46054,2462.4
Postpaid,RT40,St. James,46082,3092.4
Postpaid,RT40,St. James,46023,23340.8
Postpaid,RT40,St. James,46054,24641.6
Postpaid,RT40,St. James,46082,29638.4
Postpaid,RT40,St. Ann,46023,145545.6
Postpaid,RT40,St. Ann,46054,130608
Postpaid,RT40,St. Ann,46082,166756.8
Postpaid,RT40,St. Ann,46023,6934.4
Postpaid,RT40,St. Ann,46054,7275.2
Postpaid,RT40,St. Ann,46082,9756.8
Postpaid,RT40,St. Ann,46023,5216.4
Postpaid,RT40,St. Ann,46054,7411.2
Postpaid,RT40,St. Ann,46082,8409.6
Postpaid,RT40,St. Ann,46023,3464
Postpaid,RT40,St. Ann,46054,5313.6
Postpaid,RT40,St. Ann,46082,6486.4
Postpaid,RT40,St. Ann,46023,30194.4
Postpaid,RT40,St. Ann,46054,29054.4
Postpaid,RT40,St. Ann,46082,31583.2
Postpaid,RT40,St. Ann,46023,19481.26
Postpaid,RT40,St. Ann,46054,17966.66
Postpaid,RT40,St. Ann,46082,20128.19
Postpaid,RT40,KSAN,46023,44838.4
Postpaid,RT40,KSAN,46054,40649.6
Postpaid,RT40,KSAN,46082,46856
Postpaid,RT40,KSAS,46023,23755.2
Postpaid,RT40,KSAS,46054,28979.2
Postpaid,RT40,KSAS,46082,35065.6
Postpaid,RT40,KSAS,46023,30780
Postpaid,RT40,KSAS,46054,53292
Postpaid,RT40,KSAS,46082,68436
Postpaid,RT40,KSAS,46023,118584
Postpaid,RT40,KSAS,46054,161262
Postpaid,RT40,KSAS,46082,158442
Postpaid,RT40,KSAS,46023,41160
Postpaid,RT40,KSAS,46054,39230.4
Postpaid,RT40,KSAS,46082,43984.8
Postpaid,RT40,KSAS,46023,10556.8
Postpaid,RT40,KSAS,46054,9968
Postpaid,RT40,KSAS,46082,10944
Postpaid,RT40,KSAN,46023,3594.2
Postpaid,RT40,KSAN,46054,3480.79
Postpaid,RT40,KSAN,46082,4403.18
Postpaid,RT40,KSAS,46023,33765.6
Postpaid,RT40,KSAS,46054,32820
Postpaid,RT40,KSAS,46082,38500.8
Postpaid,RT40,St. James,46023,37.2
Postpaid,RT40,St. James,46054,32.4
Postpaid,RT40,St. James,46082,72
Postpaid,RT40,St. Ann,46023,11882.8
Postpaid,RT40,St. Ann,46054,11052.8
Postpaid,RT40,St. Ann,46082,13503.6
Postpaid,RT40,KSAS,46023,8772
Postpaid,RT40,KSAS,46054,7956
Postpaid,RT40,KSAS,46082,9318
Postpaid,RT40,KSAS,46023,308.8
Postpaid,RT40,KSAS,46054,340.8
Postpaid,RT40,KSAS,46082,416
Postpaid,RT40,St. Catherine,46023,16780.8
Postpaid,RT40,St. Catherine,46054,16353.6
Postpaid,RT40,St. Catherine,46082,18552
Postpaid,RT40,KSAS,46023,16912.8
Postpaid,RT40,KSAS,46054,16519.2
Postpaid,RT40,KSAS,46082,18898.8
Postpaid,RT40,KSAS,46023,14782.8
Postpaid,RT40,KSAS,46054,26366.4
Postpaid,RT40,KSAS,46082,35701.2
Postpaid,RT40,KSAS,46023,81820.8
Postpaid,RT40,KSAS,46054,92272
Postpaid,RT40,KSAS,46082,74475.2
Postpaid,RT40,KSAS,46023,6070.4
Postpaid,RT40,KSAS,46054,8379.2
Postpaid,RT40,KSAS,46082,6757.6
Postpaid,RT40,KSAS,46023,39580
Postpaid,RT40,KSAS,46054,36723.2
Postpaid,RT40,KSAS,46082,40963.2
Postpaid,RT40,KSAS,46023,44982.4
Postpaid,RT40,KSAS,46054,38569.6
Postpaid,RT40,KSAS,46082,42184.8
Postpaid,RT40,KSAS,46023,2604
Postpaid,RT40,KSAS,46054,2619.6
Postpaid,RT40,KSAS,46082,3248.4
Postpaid,RT40,Clarendon,46023,395.6
Postpaid,RT40,Clarendon,46054,244.8
Postpaid,RT40,Clarendon,46082,600
Postpaid,RT40,KSAS,46023,0
Postpaid,RT40,KSAS,46054,0
Postpaid,RT40,KSAS,46082,0
Postpaid,RT40,KSAS,46023,2345.6
Postpaid,RT40,KSAS,46054,1850.8
Postpaid,RT40,KSAS,46082,3692.8
Postpaid,RT40,KSAS,46023,24263.2
Postpaid,RT40,KSAS,46054,23969.6
Postpaid,RT40,KSAS,46082,29092.8
Postpaid,RT40,KSAN,46023,9017.6
Postpaid,RT40,KSAN,46054,8323.2
Postpaid,RT40,KSAN,46082,12059.2
Postpaid,RT40,KSAS,46023,27908
Postpaid,RT40,KSAS,46054,35504
Postpaid,RT40,KSAS,46082,44684
Postpaid,RT40,KSAN,46023,4972.8
Postpaid,RT40,KSAN,46054,4111.2
Postpaid,RT40,KSAN,46082,5341.6
Postpaid,RT40,Trelawny,46023,36417.6
Postpaid,RT40,Trelawny,46054,37454.4
Postpaid,RT40,Trelawny,46082,47249.6
Postpaid,RT40,KSAS,46023,3428.4
Postpaid,RT40,KSAS,46054,2953.2
Postpaid,RT40,KSAS,46082,3898.8
Postpaid,RT40,KSAS,46023,28530
Postpaid,RT40,KSAS,46054,25488
Postpaid,RT40,KSAS,46082,30241.2
Postpaid,RT40,St. Catherine,46023,32332.8
Postpaid,RT40,St. Catherine,46054,29985.6
Postpaid,RT40,St. Catherine,46082,32640
Postpaid,RT40,Manchester,46023,14962.4
Postpaid,RT40,Manchester,46054,13008
Postpaid,RT40,Manchester,46082,15952.8
Postpaid,RT40,St. James,46023,12124.8
Postpaid,RT40,St. James,46054,11289.6
Postpaid,RT40,St. James,46082,14335.2
Postpaid,RT40,KSAS,46023,15146.4
Postpaid,RT40,KSAS,46054,11256
Postpaid,RT40,KSAS,46082,13028.4
Postpaid,RT40,KSAS,46023,42556
Postpaid,RT40,KSAS,46054,35171.2
Postpaid,RT40,KSAS,46082,36934.4
Postpaid,RT40,KSAS,46023,52724.8
Postpaid,RT40,KSAS,46054,23299.2
Postpaid,RT40,KSAS,46082,1811.2
Postpaid,RT40,KSAS,46023,42603.2
Postpaid,RT40,KSAS,46054,39344
Postpaid,RT40,KSAS,46082,37608
Postpaid,RT40,KSAS,46023,41166.8
Postpaid,RT40,KSAS,46054,38499.2
Postpaid,RT40,KSAS,46082,41457.6
Postpaid,RT40,KSAS,46023,0
Postpaid,RT40,KSAS,46054,0
Postpaid,RT40,KSAS,46082,0
Postpaid,RT40,KSAS,46054,0
Postpaid,RT40,KSAS,46023,89168
Postpaid,RT40,KSAS,46054,92384
Postpaid,RT40,KSAS,46082,102283.2
Postpaid,RT40,KSAS,46023,4998.43
Postpaid,RT40,KSAS,46054,4678.9
Postpaid,RT40,KSAS,46082,5366.83
Postpaid,RT40,KSAS,46023,3788.86
Postpaid,RT40,KSAS,46054,3960.81
Postpaid,RT40,KSAS,46082,4071.86
Postpaid,RT40,KSAS,46023,204834
Postpaid,RT40,KSAS,46054,164092
Postpaid,RT40,KSAS,46082,201184
Postpaid,RT40,KSAS,46023,2870
Postpaid,RT40,KSAS,46054,2493.2
Postpaid,RT40,KSAS,46082,2787.2
Postpaid,RT40,KSAS,46023,10162.4
Postpaid,RT40,KSAS,46054,10893.2
Postpaid,RT40,KSAS,46082,14928
Postpaid,RT40,KSAS,46023,3908
Postpaid,RT40,KSAS,46054,0
Postpaid,RT40,KSAS,46023,626.8
Postpaid,RT40,KSAS,46054,580
Postpaid,RT40,KSAS,46082,664.4
Postpaid,RT40,KSAS,46023,21288
Postpaid,RT40,KSAS,46054,20851.2
Postpaid,RT40,KSAS,46082,21660.8
Postpaid,RT40,KSAN,46023,120992
Postpaid,RT40,KSAN,46054,128644
Postpaid,RT40,KSAN,46082,136600
Postpaid,RT40,KSAN,46023,77176.8
Postpaid,RT40,KSAN,46054,71930.4
Postpaid,RT40,KSAN,46082,84324
Postpaid,RT40,KSAN,46023,3676.8
Postpaid,RT40,KSAN,46054,3304.8
Postpaid,RT40,KSAN,46082,3861.6
Postpaid,RT40,KSAS,46023,13776
Postpaid,RT40,KSAS,46054,11905.6
Postpaid,RT40,KSAS,46082,14630.4
Postpaid,RT40,KSAN,46023,10709.6
Postpaid,RT40,KSAN,46054,8330.4
Postpaid,RT40,KSAN,46082,11486.4
Postpaid,RT40,KSAN,46023,35193.6
Postpaid,RT40,KSAN,46054,52650
Postpaid,RT40,KSAN,46082,66728.4
Postpaid,RT40,KSAN,46023,29788
Postpaid,RT40,KSAN,46054,31334.4
Postpaid,RT40,KSAN,46082,36815.2
Postpaid,RT40,KSAN,46023,13028
Postpaid,RT40,KSAN,46054,10282.4
Postpaid,RT40,KSAN,46082,13499.2
Postpaid,RT40,St. Catherine,46023,16296.8
Postpaid,RT40,St. Catherine,46054,15371.2
Postpaid,RT40,St. Catherine,46082,17566.4
Postpaid,RT40,Trelawny,46023,2881.6
Postpaid,RT40,Trelawny,46054,3045.6
Postpaid,RT40,Trelawny,46082,2041.6
Postpaid,RT40,St. Thomas,46023,816
Postpaid,RT40,St. Thomas,46054,540
Postpaid,RT40,St. Thomas,46082,816
Postpaid,RT40,KSAS,46023,284176
Postpaid,RT40,KSAS,46054,259208
Postpaid,RT40,KSAS,46082,308944
Postpaid,RT40,KSAN,46023,16482
Postpaid,RT40,KSAN,46054,16039.2
Postpaid,RT40,KSAN,46082,18964.8
Postpaid,RT40,KSAN,46023,1669.6
Postpaid,RT40,KSAN,46054,1684.8
Postpaid,RT40,KSAN,46082,1800
Postpaid,RT40,KSAN,46023,16021.2
Postpaid,RT40,KSAN,46054,13542
Postpaid,RT40,KSAN,46082,15703.2
Postpaid,RT40,KSAN,46023,20518.4
Postpaid,RT40,KSAN,46054,16180.8
Postpaid,RT40,KSAN,46082,18905.6
Postpaid,RT40,KSAN,46023,18504
Postpaid,RT40,KSAN,46054,17888
Postpaid,RT40,KSAN,46082,21668.8
Postpaid,RT40,KSAN,46023,1110
Postpaid,RT40,KSAN,46054,1274.8
Postpaid,RT40,KSAN,46082,1604.8
Postpaid,RT40,KSAN,46023,22746.4
Postpaid,RT40,KSAN,46054,20536
Postpaid,RT40,KSAN,46082,27084.8
Postpaid,RT40,KSAN,46023,51822.4
Postpaid,RT40,KSAN,46054,47650.4
Postpaid,RT40,KSAN,46082,55888.8
Postpaid,RT40,St. Ann,46023,23990
Postpaid,RT40,St. Ann,46054,46108
Postpaid,RT40,St. Ann,46082,74294
Postpaid,RT40,St. Ann,46023,448
Postpaid,RT40,St. Ann,46054,452
Postpaid,RT40,St. Ann,46082,427.2
Postpaid,RT40,KSAN,46023,17017.6
Postpaid,RT40,KSAN,46054,15356.8
Postpaid,RT40,KSAN,46082,17694.4
Postpaid,RT40,KSAN,46023,6422.4
Postpaid,RT40,KSAN,46054,6008.4
Postpaid,RT40,KSAN,46082,6978
Postpaid,RT40,KSAN,46023,7527.6
Postpaid,RT40,KSAN,46054,6559.2
Postpaid,RT40,KSAN,46082,7406.4
Postpaid,RT40,KSAN,46023,15974.4
Postpaid,RT40,KSAN,46054,14643.2
Postpaid,RT40,KSAN,46082,17182.4
Postpaid,RT40,Clarendon,46023,19890.4
Postpaid,RT40,Clarendon,46054,19796.8
Postpaid,RT40,Clarendon,46082,19921.6
Postpaid,RT40,St. Catherine,46023,18188.32
Postpaid,RT40,St. Catherine,46054,18436.51
Postpaid,RT40,St. Catherine,46082,15609.24
Postpaid,RT40,Portmore,46023,26282.8
Postpaid,RT40,Portmore,46054,31188.4
Postpaid,RT40,Portmore,46082,28088
Postpaid,RT40,Portmore,46023,11390.04
Postpaid,RT40,Portmore,46054,9363.42
Postpaid,RT40,Portmore,46082,9714.84
Postpaid,RT40,Clarendon,46023,75769.6
Postpaid,RT40,Clarendon,46054,68111.2
Postpaid,RT40,Clarendon,46082,78815.2
Postpaid,RT40,Clarendon,46023,0
Postpaid,RT40,Clarendon,46054,0
Postpaid,RT40,Clarendon,46082,0
Postpaid,RT40,Clarendon,46023,0
Postpaid,RT40,Clarendon,46054,0
Postpaid,RT40,Clarendon,46082,0
Postpaid,RT40,St. Elizabeth,46023,0
Postpaid,RT40,St. Elizabeth,46054,0
Postpaid,RT40,St. Elizabeth,46082,0
Postpaid,RT40,St. Elizabeth,46023,0
Postpaid,RT40,St. Elizabeth,46054,0
Postpaid,RT40,St. Elizabeth,46082,0
Postpaid,RT40,St. Catherine,46023,1405.7
Postpaid,RT40,St. Catherine,46054,3193.24
Postpaid,RT40,St. Catherine,46082,2350.5
Postpaid,RT40,St. Catherine,46023,10334.4
Postpaid,RT40,St. Catherine,46054,6755.2
Postpaid,RT40,St. Catherine,46082,5619.2
Postpaid,RT40,St. Catherine,46023,2584.8
Postpaid,RT40,St. Catherine,46054,2864.8
Postpaid,RT40,St. Catherine,46082,3665.6
Postpaid,RT40,Clarendon,46023,182.4
Postpaid,RT40,Clarendon,46054,177.6
Postpaid,RT40,Clarendon,46082,189.6
Postpaid,RT40,Clarendon,46023,17347.2
Postpaid,RT40,Clarendon,46054,32562.4
Postpaid,RT40,Clarendon,46082,19260.8
Postpaid,RT40,Clarendon,46023,3602.4
Postpaid,RT40,Clarendon,46054,11756
Postpaid,RT40,Clarendon,46082,-2388
Postpaid,RT40,Clarendon,46023,6962.82
Postpaid,RT40,Clarendon,46054,6479.95
Postpaid,RT40,Clarendon,46082,7114.47
Postpaid,RT40,Clarendon,46023,2228
Postpaid,RT40,Clarendon,46054,1976.4
Postpaid,RT40,Clarendon,46082,2486
Postpaid,RT40,Clarendon,46023,71.6
Postpaid,RT40,Clarendon,46054,60.8
Postpaid,RT40,Clarendon,46082,0
Postpaid,RT40,Clarendon,46023,39638.4
Postpaid,RT40,Clarendon,46054,33344.4
Postpaid,RT40,Clarendon,46082,29590.8
Postpaid,RT40,Clarendon,46023,2075.2
Postpaid,RT40,Clarendon,46054,3584
Postpaid,RT40,Clarendon,46082,3802.8
Postpaid,RT40,Clarendon,46023,10676
Postpaid,RT40,Clarendon,46054,11403.2
Postpaid,RT40,Clarendon,46082,12731.2
Postpaid,RT40,Clarendon,46023,5017.6
Postpaid,RT40,Clarendon,46054,8574.4
Postpaid,RT40,Clarendon,46082,9712.8
Postpaid,RT40,Clarendon,46023,6063.2
Postpaid,RT40,Clarendon,46054,9015.2
Postpaid,RT40,Clarendon,46082,11142.4
Postpaid,RT40,Clarendon,46023,34381.6
Postpaid,RT40,Clarendon,46054,33477.6
Postpaid,RT40,Clarendon,46082,42723.2
Postpaid,RT40,St. Elizabeth,46023,1047.6
Postpaid,RT40,St. Elizabeth,46054,16012.8
Postpaid,RT40,St. Elizabeth,46082,18148.8
Postpaid,RT40,Clarendon,46023,82.8
Postpaid,RT40,Clarendon,46054,74.4
Postpaid,RT40,Clarendon,46082,87.6
Postpaid,RT40,Trelawny,46023,816
Postpaid,RT40,Trelawny,46054,11348.4
Postpaid,RT40,Trelawny,46082,9613.2
Postpaid,RT40,Portmore,46023,4926.75
Postpaid,RT40,Portmore,46054,8120.41
Postpaid,RT40,Portmore,46082,8880.45
Postpaid,RT40,St. Elizabeth,46023,6.4
Postpaid,RT40,St. Elizabeth,46054,0
Postpaid,RT40,St. Elizabeth,46082,29414.4
Postpaid,RT40,St. Elizabeth,46023,23040
Postpaid,RT40,St. Elizabeth,46054,32172.8
Postpaid,RT40,St. Elizabeth,46082,29269.6
Postpaid,RT40,St. Elizabeth,46023,31300.8
Postpaid,RT40,St. Elizabeth,46054,44476.8
Postpaid,RT40,St. Elizabeth,46082,51237.6
Postpaid,RT40,St. Catherine,46023,386.4
Postpaid,RT40,St. Catherine,46054,298.8
Postpaid,RT40,St. Catherine,46082,304.8
Postpaid,RT40,Trelawny,46023,50.4
Postpaid,RT40,Trelawny,46054,29.6
Postpaid,RT40,Trelawny,46082,30.4
Postpaid,RT40,Clarendon,46023,1477.37
Postpaid,RT40,Clarendon,46054,1538.35
Postpaid,RT40,Clarendon,46082,2045.67
Postpaid,RT40,Clarendon,46023,8339.2
Postpaid,RT40,Clarendon,46054,12395.2
Postpaid,RT40,Clarendon,46082,12644.8
Postpaid,RT40,Clarendon,46023,1440
Postpaid,RT40,Clarendon,46054,846.4
Postpaid,RT40,Clarendon,46082,1174.4
Postpaid,RT40,Clarendon,46023,244.8
Postpaid,RT40,Clarendon,46054,152
Postpaid,RT40,Clarendon,46082,174.4
Postpaid,RT40,Clarendon,46023,363.39
Postpaid,RT40,Clarendon,46054,199.87
Postpaid,RT40,Clarendon,46082,428.54
Postpaid,RT40,KSAN,46023,10565.6
Postpaid,RT40,KSAN,46054,10495.2
Postpaid,RT40,KSAN,46082,12111.6
Postpaid,RT40,St. Catherine,46023,5162.8
Postpaid,RT40,St. Catherine,46054,6216
Postpaid,RT40,St. Catherine,46082,4359.6
Postpaid,RT40,Portmore,46023,9092.8
Postpaid,RT40,Portmore,46054,895.2
Postpaid,RT40,Portmore,46082,10803.2
Postpaid,RT40,St. Catherine,46023,10358.48
Postpaid,RT40,St. Catherine,46054,10603.51
Postpaid,RT40,St. Catherine,46082,12434.7
Postpaid,RT40,St. Elizabeth,46023,74733.6
Postpaid,RT40,St. Elizabeth,46054,72580.8
Postpaid,RT40,St. Elizabeth,46082,66204
Postpaid,RT40,St. Elizabeth,46023,22873.2
Postpaid,RT40,St. Elizabeth,46054,27288
Postpaid,RT40,St. Elizabeth,46082,34504.8
Postpaid,RT40,St. Catherine,46023,10912
Postpaid,RT40,St. Catherine,46054,10625.2
Postpaid,RT40,St. Catherine,46082,7586.8
Postpaid,RT40,St. Elizabeth,46023,72608
Postpaid,RT40,St. Elizabeth,46054,88912
Postpaid,RT40,St. Elizabeth,46082,92874.4
Postpaid,RT40,St. Thomas,46023,26362.4
Postpaid,RT40,St. Thomas,46054,29407.6
Postpaid,RT40,St. Thomas,46082,27859.2
Postpaid,RT40,Westmoreland,46023,26242.4
Postpaid,RT40,Westmoreland,46054,24810.4
Postpaid,RT40,Westmoreland,46082,29040
Postpaid,RT40,KSAS,46023,12977.6
Postpaid,RT40,KSAS,46054,11100.8
Postpaid,RT40,KSAS,46082,13603.2
Postpaid,RT40,KSAS,46023,6687.2
Postpaid,RT40,KSAS,46054,5028.8
Postpaid,RT40,KSAS,46082,7564.8
Postpaid,RT40,Clarendon,46023,6617.6
Postpaid,RT40,Clarendon,46054,5117.6
Postpaid,RT40,Clarendon,46082,5266.8
Postpaid,RT40,St. Thomas,46023,1779.16
Postpaid,RT40,St. Thomas,46054,1471.71
Postpaid,RT40,St. Thomas,46082,1765.41
Postpaid,RT40,KSAN,46023,7484
Postpaid,RT40,KSAN,46054,7083.2
Postpaid,RT40,KSAN,46082,8300
Postpaid,RT40,St. James,46023,8106.6
Postpaid,RT40,St. James,46054,7618.2
Postpaid,RT40,St. James,46082,10393.2
Postpaid,RT40,Trelawny,46023,2793.67
Postpaid,RT40,Trelawny,46054,3101.01
Postpaid,RT40,Trelawny,46082,4522.62
Postpaid,RT40,Portmore,46023,11521.2
Postpaid,RT40,Portmore,46054,10402.8
Postpaid,RT40,Portmore,46082,11521.2
Postpaid,RT40,St. Ann,46023,8474.8
Postpaid,RT40,St. Ann,46054,7424.4
Postpaid,RT40,St. Ann,46082,9972
Postpaid,RT40,KSAN,46023,18724.8
Postpaid,RT40,KSAN,46054,17619.2
Postpaid,RT40,KSAN,46082,22694.4
Postpaid,RT40,KSAN,46023,10472.8
Postpaid,RT40,KSAN,46054,9214.4
Postpaid,RT40,KSAN,46082,10274
Postpaid,RT40,KSAS,46023,28211.2
Postpaid,RT40,KSAS,46054,25910.4
Postpaid,RT40,KSAS,46082,30032.8
Postpaid,RT40,KSAS,46023,519.2
Postpaid,RT40,KSAS,46054,472
Postpaid,RT40,KSAS,46082,510.4
Postpaid,RT40,KSAS,46023,45706
Postpaid,RT40,KSAS,46054,29290
Postpaid,RT40,KSAS,46082,60810
Postpaid,RT40,St. James,46023,14426.4
Postpaid,RT40,St. James,46054,12592.8
Postpaid,RT40,St. James,46082,14919.6
Postpaid,RT40,St. James,46023,804.8
Postpaid,RT40,St. James,46054,3865.6
Postpaid,RT40,St. James,46082,3048
Postpaid,RT40,Westmoreland,46023,3055.2
Postpaid,RT40,Westmoreland,46054,6115.2
Postpaid,RT40,Westmoreland,46082,7290
Postpaid,RT40,Westmoreland,46023,30316.8
Postpaid,RT40,Westmoreland,46054,25976
Postpaid,RT40,Westmoreland,46082,30686.4
Postpaid,RT40,Westmoreland,46023,45041.6
Postpaid,RT40,Westmoreland,46054,37766.4
Postpaid,RT40,Westmoreland,46082,46459.2
Postpaid,RT40,KSAS,46023,26760
Postpaid,RT40,KSAS,46054,28752
Postpaid,RT40,KSAS,46082,32296
Postpaid,RT40,KSAN,46023,4210
Postpaid,RT40,KSAN,46054,4474
Postpaid,RT40,KSAN,46082,5238.4
Postpaid,RT40,KSAN,46023,7458.4
Postpaid,RT40,KSAN,46054,8135.2
Postpaid,RT40,KSAN,46082,8734.4
Postpaid,RT40,KSAN,46023,14215.2
Postpaid,RT40,KSAN,46054,13350.4
Postpaid,RT40,KSAN,46082,16600.4
Postpaid,RT40,Portmore,46023,5764.8
Postpaid,RT40,Portmore,46054,5210
Postpaid,RT40,Portmore,46082,1499.2
Postpaid,RT40,Clarendon,46023,15932.31
Postpaid,RT40,Clarendon,46054,13637.23
Postpaid,RT40,Clarendon,46082,15971.57
Postpaid,RT40,KSAS,46023,312102.4
Postpaid,RT40,KSAS,46054,297737.6
Postpaid,RT40,KSAS,46082,327476.8
Postpaid,RT40,St. James,46023,33334.4
Postpaid,RT40,St. James,46054,29596
Postpaid,RT40,St. James,46082,35217.6
Postpaid,RT40,KSAN,46023,15645.2
Postpaid,RT40,KSAN,46054,13602.8
Postpaid,RT40,KSAN,46082,16431.2
Postpaid,RT40,Westmoreland,46023,3571.2
Postpaid,RT40,Westmoreland,46054,8408
Postpaid,RT40,Westmoreland,46082,5433.6
Postpaid,RT40,Westmoreland,46023,8557.9
Postpaid,RT40,Westmoreland,46054,7266.62
Postpaid,RT40,Westmoreland,46082,8237.26
Postpaid,RT40,St. Mary,46023,6116.84
