Source,Rate category,Updated Parish,Month,Sum of Budget
Postpaid,RT60-ST,Clarendon,Sept-26,189936
Postpaid,RT60-ST,Clarendon,Oct-26,184279
Postpaid,RT60-ST,Clarendon,Nov-26,189675
Postpaid,RT60-ST,Clarendon,Dec-26,190506
Postpaid,RT60-ST,Hanover,Apr-26,71216
Postpaid,RT60-ST,Hanover,May-26,80114
Postpaid,RT60-ST,Hanover,Jun-26,85528
Postpaid,RT60-ST,Hanover,Jul-26,85918
Postpaid,RT60-ST,Hanover,Aug-26,85677
Postpaid,RT60-ST,Hanover,Sept-26,84077
Postpaid,RT60-ST,Hanover,Oct-26,81572
Postpaid,RT60-ST,Hanover,Nov-26,83961
Postpaid,RT60-ST,Hanover,Dec-26,84329
Postpaid,RT60-ST,KSAN,Apr-26,15889
Postpaid,RT60-ST,KSAN,May-26,15888
Postpaid,RT60-ST,KSAN,Jun-26,16069
Postpaid,RT60-ST,KSAN,Jul-26,16142
Postpaid,RT60-ST,KSAN,Aug-26,16944
Postpaid,RT60-ST,KSAN,Sept-26,16627
Postpaid,RT60-ST,KSAN,Oct-26,16132
Postpaid,RT60-ST,KSAN,Nov-26,16605
Postpaid,RT60-ST,KSAN,Dec-26,16677
Postpaid,RT60-ST,KSAS,Apr-26,826153
Postpaid,RT60-ST,KSAS,May-26,826114
Postpaid,RT60-ST,KSAS,Jun-26,835525
Postpaid,RT60-ST,KSAS,Jul-26,839334
Postpaid,RT60-ST,KSAS,Aug-26,854056
Postpaid,RT60-ST,KSAS,Sept-26,838106
Postpaid,RT60-ST,KSAS,Oct-26,813142
Postpaid,RT60-ST,KSAS,Nov-26,836952
Postpaid,RT60-ST,KSAS,Dec-26,840619
Postpaid,RT60-ST,Manchester,Apr-26,174493
Postpaid,RT60-ST,Manchester,May-26,174484
Postpaid,RT60-ST,Manchester,Jun-26,176472
Postpaid,RT60-ST,Manchester,Jul-26,177277
Postpaid,RT60-ST,Manchester,Aug-26,186083
Postpaid,RT60-ST,Manchester,Sept-26,182607
Postpaid,RT60-ST,Manchester,Oct-26,177168
Postpaid,RT60-ST,Manchester,Nov-26,182356
Postpaid,RT60-ST,Manchester,Dec-26,183155
Postpaid,RT60-ST,Portland,Apr-26,96705
Postpaid,RT60-ST,Portland,May-26,96700
Postpaid,RT60-ST,Portland,Jun-26,97802
Postpaid,RT60-ST,Portland,Jul-26,98248
Postpaid,RT60-ST,Portland,Aug-26,102054
Postpaid,RT60-ST,Portland,Sept-26,100148
Postpaid,RT60-ST,Portland,Oct-26,97165
Postpaid,RT60-ST,Portland,Nov-26,100010
Postpaid,RT60-ST,Portland,Dec-26,100448
Postpaid,RT60-ST,Portmore,Apr-26,1419
Postpaid,RT60-ST,Portmore,May-26,1419
Postpaid,RT60-ST,Portmore,Jun-26,1436
Postpaid,RT60-ST,Portmore,Jul-26,1442
Postpaid,RT60-ST,Portmore,Aug-26,1467
Postpaid,RT60-ST,Portmore,Sept-26,1440
Postpaid,RT60-ST,Portmore,Oct-26,1397
Postpaid,RT60-ST,Portmore,Nov-26,1438
Postpaid,RT60-ST,Portmore,Dec-26,1444
Postpaid,RT60-ST,St. Ann,Apr-26,174423
Postpaid,RT60-ST,St. Ann,May-26,196216
Postpaid,RT60-ST,St. Ann,Jun-26,209477
Postpaid,RT60-ST,St. Ann,Jul-26,210432
Postpaid,RT60-ST,St. Ann,Aug-26,220884
Postpaid,RT60-ST,St. Ann,Sept-26,216759
Postpaid,RT60-ST,St. Ann,Oct-26,210303
Postpaid,RT60-ST,St. Ann,Nov-26,216461
Postpaid,RT60-ST,St. Ann,Dec-26,217409
Postpaid,RT60-ST,St. Catherine,Apr-26,644939
Postpaid,RT60-ST,St. Catherine,May-26,644909
Postpaid,RT60-ST,St. Catherine,Jun-26,652256
Postpaid,RT60-ST,St. Catherine,Jul-26,655229
Postpaid,RT60-ST,St. Catherine,Aug-26,666722
Postpaid,RT60-ST,St. Catherine,Sept-26,654271
Postpaid,RT60-ST,St. Catherine,Oct-26,634782
Postpaid,RT60-ST,St. Catherine,Nov-26,653370
Postpaid,RT60-ST,St. Catherine,Dec-26,656233
Postpaid,RT60-ST,St. Elizabeth,Apr-26,115042
Postpaid,RT60-ST,St. Elizabeth,May-26,129416
Postpaid,RT60-ST,St. Elizabeth,Jun-26,138162
Postpaid,RT60-ST,St. Elizabeth,Jul-26,138792
Postpaid,RT60-ST,St. Elizabeth,Aug-26,138402
Postpaid,RT60-ST,St. Elizabeth,Sept-26,135818
Postpaid,RT60-ST,St. Elizabeth,Oct-26,131772
Postpaid,RT60-ST,St. Elizabeth,Nov-26,135631
Postpaid,RT60-ST,St. Elizabeth,Dec-26,136225
Postpaid,RT60-ST,St. James,Apr-26,314527
Postpaid,RT60-ST,St. James,May-26,353826
Postpaid,RT60-ST,St. James,Jun-26,377738
Postpaid,RT60-ST,St. James,Jul-26,379460
Postpaid,RT60-ST,St. James,Aug-26,398309
Postpaid,RT60-ST,St. James,Sept-26,390870
Postpaid,RT60-ST,St. James,Oct-26,379228
Postpaid,RT60-ST,St. James,Nov-26,390332
Postpaid,RT60-ST,St. James,Dec-26,392042
Postpaid,RT60-ST,St. Mary,Apr-26,119567
Postpaid,RT60-ST,St. Mary,May-26,119562
Postpaid,RT60-ST,St. Mary,Jun-26,120924
Postpaid,RT60-ST,St. Mary,Jul-26,121475
Postpaid,RT60-ST,St. Mary,Aug-26,126181
Postpaid,RT60-ST,St. Mary,Sept-26,123824
Postpaid,RT60-ST,St. Mary,Oct-26,120136
Postpaid,RT60-ST,St. Mary,Nov-26,123654
Postpaid,RT60-ST,St. Mary,Dec-26,124196
Postpaid,RT60-ST,St. Thomas,Apr-26,103081
Postpaid,RT60-ST,St. Thomas,May-26,103076
Postpaid,RT60-ST,St. Thomas,Jun-26,104250
Postpaid,RT60-ST,St. Thomas,Jul-26,104725
Postpaid,RT60-ST,St. Thomas,Aug-26,109927
Postpaid,RT60-ST,St. Thomas,Sept-26,107874
Postpaid,RT60-ST,St. Thomas,Oct-26,104661
Postpaid,RT60-ST,St. Thomas,Nov-26,107726
Postpaid,RT60-ST,St. Thomas,Dec-26,108198
Postpaid,RT60-ST,Trelawny,Apr-26,106872
Postpaid,RT60-ST,Trelawny,May-26,106867
Postpaid,RT60-ST,Trelawny,Jun-26,114089
Postpaid,RT60-ST,Trelawny,Jul-26,114609
Postpaid,RT60-ST,Trelawny,Aug-26,114287
Postpaid,RT60-ST,Trelawny,Sept-26,112153
Postpaid,RT60-ST,Trelawny,Oct-26,108812
Postpaid,RT60-ST,Trelawny,Nov-26,111998
Postpaid,RT60-ST,Trelawny,Dec-26,112489
Postpaid,RT60-ST,Westmoreland,Apr-26,133377
Postpaid,RT60-ST,Westmoreland,May-26,150042
Postpaid,RT60-ST,Westmoreland,Jun-26,160182
Postpaid,RT60-ST,Westmoreland,Jul-26,160913
Postpaid,RT60-ST,Westmoreland,Aug-26,160460
Postpaid,RT60-ST,Westmoreland,Sept-26,157464
Postpaid,RT60-ST,Westmoreland,Oct-26,152773
Postpaid,RT60-ST,Westmoreland,Nov-26,157247
Postpaid,RT60-ST,Westmoreland,Dec-26,157936
Postpaid,RT70,Clarendon,Apr-26,6394685
Postpaid,RT70,Clarendon,May-26,6495934
Postpaid,RT70,Clarendon,Jun-26,6745150
Postpaid,RT70,Clarendon,Jul-26,6882980
Postpaid,RT70,Clarendon,Aug-26,7285251
Postpaid,RT70,Clarendon,Sept-26,7129956
Postpaid,RT70,Clarendon,Oct-26,7349294
Postpaid,RT70,Clarendon,Nov-26,7242710
Postpaid,RT70,Clarendon,Dec-26,7588345
Postpaid,RT70,Hanover,Apr-26,529
Postpaid,RT70,Hanover,May-26,605
Postpaid,RT70,Hanover,Jun-26,663
Postpaid,RT70,Hanover,Jul-26,677
Postpaid,RT70,Hanover,Aug-26,680
Postpaid,RT70,Hanover,Sept-26,666
Postpaid,RT70,Hanover,Oct-26,686
Postpaid,RT70,Hanover,Nov-26,676
Postpaid,RT70,Hanover,Dec-26,709
Postpaid,RT70,KSAN,Apr-26,861990
Postpaid,RT70,KSAN,May-26,875638
Postpaid,RT70,KSAN,Jun-26,909232
Postpaid,RT70,KSAN,Jul-26,927811
Postpaid,RT70,KSAN,Aug-26,982036
Postpaid,RT70,KSAN,Sept-26,961103
Postpaid,RT70,KSAN,Oct-26,990669
Postpaid,RT70,KSAN,Nov-26,976302
Postpaid,RT70,KSAN,Dec-26,1022893
Postpaid,RT70,KSAS,Apr-26,4615990
Postpaid,RT70,KSAS,May-26,4689076
Postpaid,RT70,KSAS,Jun-26,4868973
Postpaid,RT70,KSAS,Jul-26,4968465
Postpaid,RT70,KSAS,Aug-26,5097859
Postpaid,RT70,KSAS,Sept-26,4989190
Postpaid,RT70,KSAS,Oct-26,5142673
Postpaid,RT70,KSAS,Nov-26,5068090
Postpaid,RT70,KSAS,Dec-26,5309949
Postpaid,RT70,Manchester,Apr-26,0
Postpaid,RT70,Manchester,May-26,0
Postpaid,RT70,Manchester,Jun-26,0
Postpaid,RT70,Manchester,Jul-26,0
Postpaid,RT70,Manchester,Aug-26,0
Postpaid,RT70,Manchester,Sept-26,0
Postpaid,RT70,Manchester,Oct-26,0
Postpaid,RT70,Manchester,Nov-26,0
Postpaid,RT70,Manchester,Dec-26,0
Postpaid,RT70,Portland,Apr-26,0
Postpaid,RT70,Portland,May-26,0
Postpaid,RT70,Portland,Jun-26,0
Postpaid,RT70,Portland,Jul-26,0
Postpaid,RT70,Portland,Aug-26,0
Postpaid,RT70,Portland,Sept-26,0
Postpaid,RT70,Portland,Oct-26,0
Postpaid,RT70,Portland,Nov-26,0
Postpaid,RT70,Portland,Dec-26,0
Postpaid,RT70,Portmore,Apr-26,0
Postpaid,RT70,Portmore,May-26,0
Postpaid,RT70,Portmore,Jun-26,0
Postpaid,RT70,Portmore,Jul-26,0
Postpaid,RT70,Portmore,Aug-26,0
Postpaid,RT70,Portmore,Sept-26,0
Postpaid,RT70,Portmore,Oct-26,0
Postpaid,RT70,Portmore,Nov-26,0
Postpaid,RT70,Portmore,Dec-26,0
Postpaid,RT70,St. Ann,Apr-26,1769308
Postpaid,RT70,St. Ann,May-26,2021987
Postpaid,RT70,St. Ann,Jun-26,2216203
Postpaid,RT70,St. Ann,Jul-26,2261489
Postpaid,RT70,St. Ann,Aug-26,2393660
Postpaid,RT70,St. Ann,Sept-26,2342636
Postpaid,RT70,St. Ann,Oct-26,2414702
Postpaid,RT70,St. Ann,Nov-26,2379683
Postpaid,RT70,St. Ann,Dec-26,2493245
Postpaid,RT70,St. Catherine,Apr-26,2421320
Postpaid,RT70,St. Catherine,May-26,2459658
Postpaid,RT70,St. Catherine,Jun-26,2554022
Postpaid,RT70,St. Catherine,Jul-26,2606211
Postpaid,RT70,St. Catherine,Aug-26,2674085
Postpaid,RT70,St. Catherine,Sept-26,2617083
Postpaid,RT70,St. Catherine,Oct-26,2697592
Postpaid,RT70,St. Catherine,Nov-26,2658470
Postpaid,RT70,St. Catherine,Dec-26,2785337
Postpaid,RT70,St. Elizabeth,Apr-26,0
Postpaid,RT70,St. Elizabeth,May-26,0
Postpaid,RT70,St. Elizabeth,Jun-26,0
Postpaid,RT70,St. Elizabeth,Jul-26,0
Postpaid,RT70,St. Elizabeth,Aug-26,0
Postpaid,RT70,St. Elizabeth,Sept-26,0
Postpaid,RT70,St. Elizabeth,Oct-26,0
Postpaid,RT70,St. Elizabeth,Nov-26,0
Postpaid,RT70,St. Elizabeth,Dec-26,0
Postpaid,RT70,St. James,Apr-26,2993334
Postpaid,RT70,St. James,May-26,3420820
Postpaid,RT70,St. James,Jun-26,3749396
Postpaid,RT70,St. James,Jul-26,3826011
Postpaid,RT70,St. James,Aug-26,4049620
Postpaid,RT70,St. James,Sept-26,3963296
Postpaid,RT70,St. James,Oct-26,4085219
Postpaid,RT70,St. James,Nov-26,4025972
Postpaid,RT70,St. James,Dec-26,4218099
Postpaid,RT70,St. Mary,Apr-26,0
Postpaid,RT70,St. Mary,May-26,0
Postpaid,RT70,St. Mary,Jun-26,0
Postpaid,RT70,St. Mary,Jul-26,0
Postpaid,RT70,St. Mary,Aug-26,0
Postpaid,RT70,St. Mary,Sept-26,0
Postpaid,RT70,St. Mary,Oct-26,0
Postpaid,RT70,St. Mary,Nov-26,0
Postpaid,RT70,St. Mary,Dec-26,0
Postpaid,RT70,St. Thomas,Apr-26,0
Postpaid,RT70,St. Thomas,May-26,0
Postpaid,RT70,St. Thomas,Jun-26,0
Postpaid,RT70,St. Thomas,Jul-26,0
Postpaid,RT70,St. Thomas,Aug-26,0
Postpaid,RT70,St. Thomas,Sept-26,0
Postpaid,RT70,St. Thomas,Oct-26,0
Postpaid,RT70,St. Thomas,Nov-26,0
Postpaid,RT70,St. Thomas,Dec-26,0
Postpaid,RT70,Trelawny,Apr-26,46489
Postpaid,RT70,Trelawny,May-26,47225
Postpaid,RT70,Trelawny,Jun-26,51761
Postpaid,RT70,Trelawny,Jul-26,52818
Postpaid,RT70,Trelawny,Aug-26,53110
Postpaid,RT70,Trelawny,Sept-26,51978
Postpaid,RT70,Trelawny,Oct-26,53577
Postpaid,RT70,Trelawny,Nov-26,52800
Postpaid,RT70,Trelawny,Dec-26,55320
Postpaid,RT70,Westmoreland,Apr-26,644341
Postpaid,RT70,Westmoreland,May-26,736361
Postpaid,RT70,Westmoreland,Jun-26,807090
Postpaid,RT70,Westmoreland,Jul-26,823582
Postpaid,RT70,Westmoreland,Aug-26,828130
Postpaid,RT70,Westmoreland,Sept-26,810477
Postpaid,RT70,Westmoreland,Oct-26,835410
Postpaid,RT70,Westmoreland,Nov-26,823294
Postpaid,RT70,Westmoreland,Dec-26,862583
Postpaid,EV,Clarendon,Jan-26,72.9
Postpaid,EV,Clarendon,Feb-26,65.85
Postpaid,EV,Clarendon,Mar-26,78.67
Postpaid,EV,KSAN,Jan-26,24022.36
Postpaid,EV,KSAN,Feb-26,21599.81
Postpaid,EV,KSAN,Mar-26,23793.75
Postpaid,EV,KSAS,Jan-26,19.69
Postpaid,EV,KSAS,Feb-26,15.81
Postpaid,EV,KSAS,Mar-26,19.88
Postpaid,EV,Manchester,Jan-26,1422.4
Postpaid,EV,Manchester,Feb-26,1764.4
Postpaid,EV,Manchester,Mar-26,1638
Postpaid,EV,Portland,Jan-26,26.05
Postpaid,EV,Portland,Feb-26,24.31
Postpaid,EV,Portland,Mar-26,46.81
Postpaid,EV,Portmore,Jan-26,1469.6
Postpaid,EV,Portmore,Feb-26,1714.4
Postpaid,EV,Portmore,Mar-26,1592
Postpaid,EV,St. Ann,Jan-26,4114.4
Postpaid,EV,St. Ann,Feb-26,5275.2
Postpaid,EV,St. Ann,Mar-26,5918
Postpaid,EV,St. Catherine,Jan-26,1581.2
Postpaid,EV,St. Catherine,Feb-26,1504
Postpaid,EV,St. Catherine,Mar-26,1719.2
Postpaid,EV,St. James,Jan-26,3145.18
Postpaid,EV,St. James,Feb-26,3467.55
Postpaid,EV,St. James,Mar-26,3823.47
Postpaid,EV,St. Mary,Jan-26,21.67
Postpaid,EV,St. Mary,Feb-26,19.75
Postpaid,EV,St. Mary,Mar-26,31.68
Postpaid,EV,Westmoreland,Jan-26,744.69
Postpaid,EV,Westmoreland,Feb-26,504.33
Postpaid,EV,Westmoreland,Mar-26,-840
Postpaid,RT10,Clarendon,Jan-26,5582126.98
Postpaid,RT10,Clarendon,Feb-26,4719137.44
Postpaid,RT10,Clarendon,Mar-26,5435535.258
Postpaid,RT10,Hanover,Jan-26,1503416.11
Postpaid,RT10,Hanover,Feb-26,1584006.65
Postpaid,RT10,Hanover,Mar-26,1945822.78
Postpaid,RT10,KSAN,Jan-26,17731658
Postpaid,RT10,KSAN,Feb-26,15125774.45
Postpaid,RT10,KSAN,Mar-26,17533353
Postpaid,RT10,KSAS,Jan-26,7707423.364
Postpaid,RT10,KSAS,Feb-26,6706132.6
Postpaid,RT10,KSAS,Mar-26,7383993.4
Postpaid,RT10,Manchester,Jan-26,4851386.71
Postpaid,RT10,Manchester,Feb-26,4762049.76
Postpaid,RT10,Manchester,Mar-26,5222373.404
Postpaid,RT10,Portland,Jan-26,2713624.45
Postpaid,RT10,Portland,Feb-26,2352883.098
Postpaid,RT10,Portland,Mar-26,2560735.47
Postpaid,RT10,Portmore,Jan-26,8283871.41
Postpaid,RT10,Portmore,Feb-26,6945840.51
Postpaid,RT10,Portmore,Mar-26,8100556.58
Postpaid,RT10,St. Ann,Jan-26,5505751.02
Postpaid,RT10,St. Ann,Feb-26,5193458.79
Postpaid,RT10,St. Ann,Mar-26,5680500.78
Postpaid,RT10,St. Catherine,Jan-26,10935741.53
Postpaid,RT10,St. Catherine,Feb-26,9240609.97
Postpaid,RT10,St. Catherine,Mar-26,10485844.42
Postpaid,RT10,St. Elizabeth,Jan-26,2252398.14
Postpaid,RT10,St. Elizabeth,Feb-26,2560404.47
Postpaid,RT10,St. Elizabeth,Mar-26,3484418.34
Postpaid,RT10,St. James,Jan-26,6214882.803
Postpaid,RT10,St. James,Feb-26,6489572.66
Postpaid,RT10,St. James,Mar-26,7608738.832
Postpaid,RT10,St. Mary,Jan-26,3948231.08
Postpaid,RT10,St. Mary,Feb-26,3386951.89
Postpaid,RT10,St. Mary,Mar-26,3774969.686
Postpaid,RT10,St. Thomas,Jan-26,2355399.69
Postpaid,RT10,St. Thomas,Feb-26,2058001.66
Postpaid,RT10,St. Thomas,Mar-26,2234675.93
Postpaid,RT10,Trelawny,Jan-26,1624317.79
Postpaid,RT10,Trelawny,Feb-26,1794570.76
Postpaid,RT10,Trelawny,Mar-26,2175884.71
Postpaid,RT10,Westmoreland,Jan-26,1187040.42
Postpaid,RT10,Westmoreland,Feb-26,1729726.2
Postpaid,RT10,Westmoreland,Mar-26,2561629.25
Postpaid,RT20,Clarendon,Jan-26,2771303.75
Postpaid,RT20,Clarendon,Feb-26,2495394.28
Postpaid,RT20,Clarendon,Mar-26,2942511.66
Postpaid,RT20,Hanover,Jan-26,737403.84
Postpaid,RT20,Hanover,Feb-26,706021.47
Postpaid,RT20,Hanover,Mar-26,911627.956
Postpaid,RT20,KSAN,Jan-26,8355114.39
Postpaid,RT20,KSAN,Feb-26,7829347.79
Postpaid,RT20,KSAN,Mar-26,9393108.556
Postpaid,RT20,KSAS,Jan-26,8650361.85
Postpaid,RT20,KSAS,Feb-26,8349391.795
Postpaid,RT20,KSAS,Mar-26,9843101.082
Postpaid,RT20,Manchester,Jan-26,2150049.378
Postpaid,RT20,Manchester,Feb-26,2105389.11
Postpaid,RT20,Manchester,Mar-26,2350360.07
Postpaid,RT20,Portland,Jan-26,1135358.89
Postpaid,RT20,Portland,Feb-26,1049247.72
Postpaid,RT20,Portland,Mar-26,1176763.18
Postpaid,RT20,Portmore,Jan-26,1947808.02
Postpaid,RT20,Portmore,Feb-26,1814903.008
Postpaid,RT20,Portmore,Mar-26,2156770.13
Postpaid,RT20,St. Ann,Jan-26,3644393.83
Postpaid,RT20,St. Ann,Feb-26,3442282.32
Postpaid,RT20,St. Ann,Mar-26,3868247.29
Postpaid,RT20,St. Catherine,Jan-26,4415143.68
Postpaid,RT20,St. Catherine,Feb-26,3927632.19
Postpaid,RT20,St. Catherine,Mar-26,4583228.297
Postpaid,RT20,St. Elizabeth,Jan-26,1288705.266
Postpaid,RT20,St. Elizabeth,Feb-26,1446727.47
Postpaid,RT20,St. Elizabeth,Mar-26,1819177.29
Postpaid,RT20,St. James,Jan-26,4337880.46
Postpaid,RT20,St. James,Feb-26,3993747.45
Postpaid,RT20,St. James,Mar-26,4949464.846
Postpaid,RT20,St. Mary,Jan-26,1428296.23
Postpaid,RT20,St. Mary,Feb-26,1264197.56
Postpaid,RT20,St. Mary,Mar-26,1420849.31
Postpaid,RT20,St. Thomas,Jan-26,1069665.96
Postpaid,RT20,St. Thomas,Feb-26,1018637.32
Postpaid,RT20,St. Thomas,Mar-26,1145063.325
Postpaid,RT20,Trelawny,Jan-26,909421.63
Postpaid,RT20,Trelawny,Feb-26,847203.86
Postpaid,RT20,Trelawny,Mar-26,1066029.21
Postpaid,RT20,Westmoreland,Jan-26,1456916.6
Postpaid,RT20,Westmoreland,Feb-26,1508534.62
Postpaid,RT20,Westmoreland,Mar-26,1928033.04
Postpaid,RT60-ST,Clarendon,Jan-26,166567.92
Postpaid,RT60-ST,Clarendon,Feb-26,162611.16
Postpaid,RT60-ST,Clarendon,Mar-26,198222
Postpaid,RT60-ST,Hanover,Jan-26,33927.2
Postpaid,RT60-ST,Hanover,Feb-26,51319.2
Postpaid,RT60-ST,Hanover,Mar-26,80016
Postpaid,RT60-ST,KSAN,Jan-26,18290.31
Postpaid,RT60-ST,KSAN,Feb-26,17363.43
Postpaid,RT60-ST,KSAN,Mar-26,18010.94
Postpaid,RT60-ST,KSAS,Jan-26,623630.88
Postpaid,RT60-ST,KSAS,Feb-26,612863.99
Postpaid,RT60-ST,KSAS,Mar-26,786387.56
Postpaid,RT60-ST,Manchester,Jan-26,148058.59
Postpaid,RT60-ST,Manchester,Feb-26,146201.38
Postpaid,RT60-ST,Manchester,Mar-26,178888.27
Postpaid,RT60-ST,Portland,Jan-26,85692.76
Postpaid,RT60-ST,Portland,Feb-26,80593.31
Postpaid,RT60-ST,Portland,Mar-26,102011
Postpaid,RT60-ST,Portmore,Jan-26,1536
Postpaid,RT60-ST,Portmore,Feb-26,1536
Postpaid,RT60-ST,Portmore,Mar-26,1536
Postpaid,RT60-ST,St. Ann,Jan-26,136466.72
Postpaid,RT60-ST,St. Ann,Feb-26,149403.08
Postpaid,RT60-ST,St. Ann,Mar-26,193602.3
Postpaid,RT60-ST,St. Catherine,Jan-26,539019.29
Postpaid,RT60-ST,St. Catherine,Feb-26,506013.84
Postpaid,RT60-ST,St. Catherine,Mar-26,650577.71
Postpaid,RT60-ST,St. Elizabeth,Jan-26,36783.25
Postpaid,RT60-ST,St. Elizabeth,Feb-26,52876.8
Postpaid,RT60-ST,St. Elizabeth,Mar-26,110959.88
Postpaid,RT60-ST,St. James,Jan-26,153181.14
Postpaid,RT60-ST,St. James,Feb-26,200059.5
Postpaid,RT60-ST,St. James,Mar-26,302801.24
Postpaid,RT60-ST,St. Mary,Jan-26,104584.61
Postpaid,RT60-ST,St. Mary,Feb-26,98296.26
Postpaid,RT60-ST,St. Mary,Mar-26,125965
Postpaid,RT60-ST,St. Thomas,Jan-26,111235.82
Postpaid,RT60-ST,St. Thomas,Feb-26,99626.99
Postpaid,RT60-ST,St. Thomas,Mar-26,128649.06
Postpaid,RT60-ST,Trelawny,Jan-26,43421.4
Postpaid,RT60-ST,Trelawny,Feb-26,74494.08
Postpaid,RT60-ST,Trelawny,Mar-26,100906.21
Postpaid,RT60-ST,Westmoreland,Jan-26,23627.4
Postpaid,RT60-ST,Westmoreland,Feb-26,58363.5
Postpaid,RT60-ST,Westmoreland,Mar-26,122046.33
Prepaid,RT10,Clarendon,Jan-26,66341.292
Prepaid,RT10,Clarendon,Feb-26,59416.915
Prepaid,RT10,Clarendon,Mar-26,66487.466
Prepaid,RT10,Hanover,Jan-26,11847.767
Prepaid,RT10,Hanover,Feb-26,10197.388
Prepaid,RT10,Hanover,Mar-26,10253.632
Prepaid,RT10,KSAN,Jan-26,489360.079
Prepaid,RT10,KSAN,Feb-26,424173.941
Prepaid,RT10,KSAN,Mar-26,494934.971
Prepaid,RT10,KSAS,Jan-26,259972.179
Prepaid,RT10,KSAS,Feb-26,228202.77
Prepaid,RT10,KSAS,Mar-26,253807.258
Prepaid,RT10,Manchester,Jan-26,80587.857
Prepaid,RT10,Manchester,Feb-26,73856.177
Prepaid,RT10,Manchester,Mar-26,79553.034
Prepaid,RT10,Portland,Jan-26,34303.567
Prepaid,RT10,Portland,Feb-26,29949.139
Prepaid,RT10,Portland,Mar-26,28572.889
Prepaid,RT10,Portmore,Jan-26,161512.469
Prepaid,RT10,Portmore,Feb-26,145835.691
Prepaid,RT10,Portmore,Mar-26,167363.643
Prepaid,RT10,St. Ann,Jan-26,112509.088
Prepaid,RT10,St. Ann,Feb-26,98645.219
Prepaid,RT10,St. Ann,Mar-26,115619.274
Prepaid,RT10,St. Catherine,Jan-26,609008.48
Prepaid,RT10,St. Catherine,Feb-26,534357.736
Prepaid,RT10,St. Catherine,Mar-26,615914.882
Prepaid,RT10,St. Elizabeth,Jan-26,28458.973
Prepaid,RT10,St. Elizabeth,Feb-26,33693.421
Prepaid,RT10,St. Elizabeth,Mar-26,40885.04
Prepaid,RT10,St. James,Jan-26,73914.864
Prepaid,RT10,St. James,Feb-26,72455.695
Prepaid,RT10,St. James,Mar-26,87018.089
Prepaid,RT10,St. Mary,Jan-26,24752.206
Prepaid,RT10,St. Mary,Feb-26,22639.594
Prepaid,RT10,St. Mary,Mar-26,24092.012
Prepaid,RT10,St. Thomas,Jan-26,31093.789
Prepaid,RT10,St. Thomas,Feb-26,26822.415
Prepaid,RT10,St. Thomas,Mar-26,30421.953
Prepaid,RT10,Trelawny,Jan-26,24678.097
Prepaid,RT10,Trelawny,Feb-26,21486.452
Prepaid,RT10,Trelawny,Mar-26,26826.394
Prepaid,RT10,Westmoreland,Jan-26,21300.662
Prepaid,RT10,Westmoreland,Feb-26,29693.066
Prepaid,RT10,Westmoreland,Mar-26,35814.324
Prepaid,RT20,Clarendon,Jan-26,3303.567
Prepaid,RT20,Clarendon,Feb-26,3027.804
Prepaid,RT20,Clarendon,Mar-26,3284.402
Prepaid,RT20,Hanover,Jan-26,1172.953
Prepaid,RT20,Hanover,Feb-26,1491.828
Prepaid,RT20,Hanover,Mar-26,1465.492
Prepaid,RT20,KSAN,Jan-26,13877.789
Prepaid,RT20,KSAN,Feb-26,12099.677
Prepaid,RT20,KSAN,Mar-26,12902.981
Prepaid,RT20,KSAS,Jan-26,5488.825
Prepaid,RT20,KSAS,Feb-26,4491.439
Prepaid,RT20,KSAS,Mar-26,4542.108
Prepaid,RT20,Manchester,Jan-26,12584.983
Prepaid,RT20,Manchester,Feb-26,9260.212
Prepaid,RT20,Manchester,Mar-26,11251.746
Prepaid,RT20,Portland,Jan-26,2043.362
Prepaid,RT20,Portland,Feb-26,1877.849
Prepaid,RT20,Portland,Mar-26,2101.787
Prepaid,RT20,Portmore,Jan-26,5809.954
Prepaid,RT20,Portmore,Feb-26,5777.477
Prepaid,RT20,Portmore,Mar-26,6715.817
Prepaid,RT20,St. Ann,Jan-26,3522.076
Prepaid,RT20,St. Ann,Feb-26,2316.312
Prepaid,RT20,St. Ann,Mar-26,2176.125
Prepaid,RT20,St. Catherine,Jan-26,28412.301
Prepaid,RT20,St. Catherine,Feb-26,24914.157
Prepaid,RT20,St. Catherine,Mar-26,29008.939
Prepaid,RT20,St. Elizabeth,Jan-26,3349.881
Prepaid,RT20,St. Elizabeth,Feb-26,4327.65
Prepaid,RT20,St. Elizabeth,Mar-26,4773.695
Prepaid,RT20,St. James,Jan-26,3480.982
Prepaid,RT20,St. James,Feb-26,3655.589
Prepaid,RT20,St. James,Mar-26,3670.248
Prepaid,RT20,St. Mary,Jan-26,1173.241
Prepaid,RT20,St. Mary,Feb-26,1039.819
Prepaid,RT20,St. Mary,Mar-26,1028.377
Prepaid,RT20,St. Thomas,Jan-26,2140.772
Prepaid,RT20,St. Thomas,Feb-26,912.469
Prepaid,RT20,St. Thomas,Mar-26,1256.262
Prepaid,RT20,Trelawny,Jan-26,77.49
Prepaid,RT20,Trelawny,Feb-26,317.996
Prepaid,RT20,Trelawny,Mar-26,189.201
Prepaid,RT20,Westmoreland,Jan-26,218.564
Prepaid,RT20,Westmoreland,Feb-26,304.328
Prepaid,RT20,Westmoreland,Mar-26,388.224
Postpaid,RT40,KSAS,Jan-26,53791.2
